5, Janelle S., https://s3-media1.fl.yelpcdn.com/photo/i9jET2PUKMScDG3glWye2w/o.jpg, 2017-03-02 03:49:09, Went on a busy Friday night but we were able to be seated quickly. The waitress was highly attentive and very knowledgeable on products. If it wasn't for...
4, Michael M., , 2017-03-03 19:35:33, I've been here a few  times and have always had good service and food. The atmosphere is typical for a sports bar- a bit loud which is good for us when we...
4, Reginald P., https://s3-media2.fl.yelpcdn.com/photo/3E28XLmFnr5vtkhVqBbQNQ/o.jpg, 2017-01-13 15:30:02, My wife and I visited today for lunch after reading a review in our newspaper. We were met by a waiter and told to seat ourselves where we would feel...
